384;20997333;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
384;19639196;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
381;21473061;100;10;1000;1000;0.9;40;3;9;instances/qg.order40.col;1600;62400;greedy
384;21435536;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
384;19651177;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
384;21726002;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
384;19685841;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
384;21348342;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
384;21511808;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
384;19376278;100;10;1000;1000;0.9;40;0;9;instances/qg.order40.col;1600;62400;greedy
1329;21694323;100;10;1000;1000;0.9;40;30698;9;instances/qg.order40.col;1600;62400;random
1370;21797285;100;10;1000;1000;0.9;40;30603;9;instances/qg.order40.col;1600;62400;random
1383;19470458;100;10;1000;1000;0.9;40;31280;9;instances/qg.order40.col;1600;62400;random
1355;21640725;100;10;1000;1000;0.9;40;30086;9;instances/qg.order40.col;1600;62400;random
1361;19782084;100;10;1000;1000;0.9;40;31012;9;instances/qg.order40.col;1600;62400;random
1341;21623569;100;10;1000;1000;0.9;40;31724;9;instances/qg.order40.col;1600;62400;random
1361;21663831;100;10;1000;1000;0.9;40;29141;9;instances/qg.order40.col;1600;62400;random
1302;19479627;100;10;1000;1000;0.9;40;31678;9;instances/qg.order40.col;1600;62400;random
1372;21854959;100;10;1000;1000;0.9;40;22361;9;instances/qg.order40.col;1600;62400;random
1370;19395198;100;10;1000;1000;0.9;40;29819;9;instances/qg.order40.col;1600;62400;random
1311;105195441;100;10;1000;5000;0.9;40;159677;9;instances/qg.order40.col;1600;62400;random
1340;105377096;100;10;1000;5000;0.9;40;145904;9;instances/qg.order40.col;1600;62400;random
1327;105880382;100;10;1000;5000;0.9;40;159240;9;instances/qg.order40.col;1600;62400;random
1321;102988237;100;10;1000;5000;0.9;40;159533;9;instances/qg.order40.col;1600;62400;random
1321;104007379;100;10;1000;5000;0.9;40;155778;9;instances/qg.order40.col;1600;62400;random
1357;104481689;100;10;1000;5000;0.9;40;119586;9;instances/qg.order40.col;1600;62400;random
1293;105555046;100;10;1000;5000;0.9;40;156945;9;instances/qg.order40.col;1600;62400;random
1315;105654276;100;10;1000;5000;0.9;40;156810;9;instances/qg.order40.col;1600;62400;random
1306;104792638;100;10;1000;5000;0.9;40;157143;9;instances/qg.order40.col;1600;62400;random
1300;105763759;100;10;1000;5000;0.9;40;153279;9;instances/qg.order40.col;1600;62400;random
1310;104962465;100;10;1000;5000;0.9;40;157552;9;instances/qg.order40.col;1600;62400;random
1322;104937962;100;10;1000;5000;0.9;40;145369;9;instances/qg.order40.col;1600;62400;random
1331;104639478;100;10;1000;5000;0.9;40;159288;9;instances/qg.order40.col;1600;62400;random
1349;105816595;100;10;1000;5000;0.9;40;147091;9;instances/qg.order40.col;1600;62400;random
1297;105078457;100;10;1000;5000;0.9;40;152065;9;instances/qg.order40.col;1600;62400;random
1330;105374505;100;10;1000;5000;0.9;40;136678;9;instances/qg.order40.col;1600;62400;random
1346;105669026;100;10;1000;5000;0.9;40;144437;9;instances/qg.order40.col;1600;62400;random
1327;106510075;100;10;1000;5000;0.9;40;155785;9;instances/qg.order40.col;1600;62400;random
1309;105272347;100;10;1000;5000;0.9;40;143835;9;instances/qg.order40.col;1600;62400;random
1339;105422390;100;10;1000;5000;0.9;40;135890;9;instances/qg.order40.col;1600;62400;random
1268;106107964;100;10;1000;5000;0.9;40;158352;9;instances/qg.order40.col;1600;62400;random
1297;104342475;100;10;1000;5000;0.9;40;146253;9;instances/qg.order40.col;1600;62400;random
1333;104473279;100;10;1000;5000;0.9;40;148292;9;instances/qg.order40.col;1600;62400;random
1310;104945580;100;10;1000;5000;0.9;40;156004;9;instances/qg.order40.col;1600;62400;random
1304;106275536;100;10;1000;5000;0.9;40;153897;9;instances/qg.order40.col;1600;62400;random
1341;107790718;100;10;1000;5000;0.9;40;120391;9;instances/qg.order40.col;1600;62400;random
1308;106167589;100;10;1000;5000;0.9;40;137440;9;instances/qg.order40.col;1600;62400;random
1312;104556463;100;10;1000;5000;0.9;40;126650;9;instances/qg.order40.col;1600;62400;random
1341;105166132;100;10;1000;5000;0.9;40;157249;9;instances/qg.order40.col;1600;62400;random
1331;105184852;100;10;1000;5000;0.9;40;147692;9;instances/qg.order40.col;1600;62400;random
