2240;292786900;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2240;305736455;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2240;304779201;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2240;296223487;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2240;302815696;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2238;297743365;100;10;1000;1000;0.9;100;1;9;instances/qg.order100.col;10000;990000;greedy
2240;302585582;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2240;294896151;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2240;302297904;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
2240;303654477;100;10;1000;1000;0.9;100;0;9;instances/qg.order100.col;10000;990000;greedy
9070;314913098;100;10;1000;1000;0.9;100;32372;9;instances/qg.order100.col;10000;990000;random
9179;332428242;100;10;1000;1000;0.9;100;31886;9;instances/qg.order100.col;10000;990000;random
9212;331123385;100;10;1000;1000;0.9;100;31781;9;instances/qg.order100.col;10000;990000;random
9129;332272357;100;10;1000;1000;0.9;100;32338;9;instances/qg.order100.col;10000;990000;random
9071;331177992;100;10;1000;1000;0.9;100;31905;9;instances/qg.order100.col;10000;990000;random
9083;327105195;100;10;1000;1000;0.9;100;32464;9;instances/qg.order100.col;10000;990000;random
9176;337116960;100;10;1000;1000;0.9;100;32208;9;instances/qg.order100.col;10000;990000;random
9242;333965090;100;10;1000;1000;0.9;100;32286;9;instances/qg.order100.col;10000;990000;random
9115;334756137;100;10;1000;1000;0.9;100;32270;9;instances/qg.order100.col;10000;990000;random
9205;325046148;100;10;1000;1000;0.9;100;29650;9;instances/qg.order100.col;10000;990000;random
9036;1694598959;100;10;1000;5000;0.9;100;150454;9;instances/qg.order100.col;10000;990000;random
9002;1701153008;100;10;1000;5000;0.9;100;149436;9;instances/qg.order100.col;10000;990000;random
8844;1679605813;100;10;1000;5000;0.9;100;157887;9;instances/qg.order100.col;10000;990000;random
8931;1691892515;100;10;1000;5000;0.9;100;160642;9;instances/qg.order100.col;10000;990000;random
8922;1679542986;100;10;1000;5000;0.9;100;159983;9;instances/qg.order100.col;10000;990000;random
8931;1684233376;100;10;1000;5000;0.9;100;160268;9;instances/qg.order100.col;10000;990000;random
8952;1670002092;100;10;1000;5000;0.9;100;156599;9;instances/qg.order100.col;10000;990000;random
8914;1663115068;100;10;1000;5000;0.9;100;157726;9;instances/qg.order100.col;10000;990000;random
8950;1623813210;100;10;1000;5000;0.9;100;153109;9;instances/qg.order100.col;10000;990000;random
9034;1697360633;100;10;1000;5000;0.9;100;156938;9;instances/qg.order100.col;10000;990000;random
8988;1693907871;100;10;1000;5000;0.9;100;159348;9;instances/qg.order100.col;10000;990000;random
8748;1704853353;100;10;1000;5000;0.9;100;155288;9;instances/qg.order100.col;10000;990000;random
9039;1692983697;100;10;1000;5000;0.9;100;146212;9;instances/qg.order100.col;10000;990000;random
8799;1677715083;100;10;1000;5000;0.9;100;157781;9;instances/qg.order100.col;10000;990000;random
9028;1659250354;100;10;1000;5000;0.9;100;160291;9;instances/qg.order100.col;10000;990000;random
8856;1684056289;100;10;1000;5000;0.9;100;160141;9;instances/qg.order100.col;10000;990000;random
8979;1683378441;100;10;1000;5000;0.9;100;153175;9;instances/qg.order100.col;10000;990000;random
9004;1670511754;100;10;1000;5000;0.9;100;159586;9;instances/qg.order100.col;10000;990000;random
8976;1667888656;100;10;1000;5000;0.9;100;153890;9;instances/qg.order100.col;10000;990000;random
9085;1666882148;100;10;1000;5000;0.9;100;160559;9;instances/qg.order100.col;10000;990000;random
8861;1623983818;100;10;1000;5000;0.9;100;155610;9;instances/qg.order100.col;10000;990000;random
8895;1638036205;100;10;1000;5000;0.9;100;156682;9;instances/qg.order100.col;10000;990000;random
8971;1679013105;100;10;1000;5000;0.9;100;160162;9;instances/qg.order100.col;10000;990000;random
8967;1690960381;100;10;1000;5000;0.9;100;146072;9;instances/qg.order100.col;10000;990000;random
8926;1675046270;100;10;1000;5000;0.9;100;151784;9;instances/qg.order100.col;10000;990000;random
8988;1655669510;100;10;1000;5000;0.9;100;159328;9;instances/qg.order100.col;10000;990000;random
8957;1652408177;100;10;1000;5000;0.9;100;160322;9;instances/qg.order100.col;10000;990000;random
8925;1688648741;100;10;1000;5000;0.9;100;154306;9;instances/qg.order100.col;10000;990000;random
8893;1651772689;100;10;1000;5000;0.9;100;150380;9;instances/qg.order100.col;10000;990000;random
9005;1685516007;100;10;1000;5000;0.9;100;158424;9;instances/qg.order100.col;10000;990000;random
